Id,FriendlyName,Category,Priority
5a26ac0ec4a28200741e1e18,9x21 mm SP13,Ammo,2 Medium
59f98b4986f7746f546d2cef,SR-1MP,Weapons P,2 Medium
5c0d688c86f77413ae3407b2,9x39 mm 7N12 BP,Ammo,3 High
5c0d668f86f7747ccb7f13b2,9x39 mm 7N9 SPP,Ammo,3 High
57a0dfb82459774d3078b56c,9x39 mm SP-5,Ammo,1 Low
57a0e5022459774d1673f889,9x39 mm SP-6,Ammo,3 High
590c31c586f774245e3141b2,Pack of nails,Barter Items,3 High
59e35ef086f7741777737012,A pack of screws,Barter Items,1 Low
590c2e1186f77425357b6124,A set of tools,Barter Items,1 Low
5cde7afdd7f00c000d36b89d,A*B Arms MOD X Gen.3 keymod handguard for M700,Attachments,1 Low
5cde7b43d7f00c000d36b93e,A*B Arms MOD X mount for M700,Attachments,1 Low
58949dea86f77409483e16a8,A2 9x19 Flashhider for MPX,Attachments,1 Low
5672cb124bdc2d1a0f8b4568,AA Battery,Barter Items,1 Low
5a34fe59c4a282000b1521a2,AAC Supp.,Attachments,3 High
5c7e5f112e221600106f4ede,AAC Blackout 51T 5.56x45 flash-hider,Attachments,1 Low
5a34fd2bc4a282329a73b4c5,AAC Blackout 51T flash hider (7.62x51),Attachments,1 Low
5c7e8fab2e22165df16b889b,AAC Illusion 9 9x19mm silencer,Attachments,2 Medium
5c07c60e0db834002330051f,ADAR,Weapons AR,2 Medium
5c0faf68d174af02a96260b8,ADAR 2-15 charging handle for AR-15,Attachments,1 Low
5c0e2ff6d174af02a1659d4a,ADAR 2-15 wooden stock,Attachments,1 Low
5c0e2f5cd174af02a012cfc9,ADAR 2-15 wooden stock for AR-15 and compatibles,Attachments,1 Low
5c0fafb6d174af02a96260ba,ADAR 2-15.56x45 Flashhider,Attachments,1 Low
5c0faeddd174af02a962601f,ADAR buffer tube,Attachments,1 Low
5c10c8fd86f7743d7d706df3,Adrenaline injector,Meds,2 Medium
5bfe86bd0db83400232fe959,AGR-870 protection cap,Attachments,1 Low
5d52cc5ba4b9367408500062,AGS 30x29 mm automatic grenade launcher,Weapons GL,1 Low
5d52d479a4b936793d58c76b,AGS-30 30-Grenades box 30x29,Attachments,1 Low
5755356824597772cb798962,Pimento cheese,Meds,1 Low
5b7be2345acfc400196d524a,Aim sport Universal keymod foregrip for FAL,Attachments,1 Low
5b7bebc85acfc43bca706666,Aim sport Universal M-LOK foregrip for FAL,Attachments,1 Low
5bbdb811d4351e45020113c7,"Aim Sports ""Tri-Rail"" rail for Mosin rifle",Attachments,1 Low
5bc5a372d4351e44f824d17f,Aim Sports MNG rail for Mosin rifle,Attachments,1 Low
5c7d55de2e221644f31bff68,Aimpoint COMP M4 reflex sight,Attachments,3 High
5c7d55f52e221644f31bff6a,Aimpoint LRP mount for COMP M4 sights.,Attachments,1 Low
58d39b0386f77443380bf13c,Aimpoint Micro Spacer High,Attachments,1 Low
58d399e486f77442e0016fe7,Aimpoint Micro T-1 reflex sight,Attachments,3 High
58d39d3d86f77445bb794ae7,Aimpoint mount for the sights of Micro series,Attachments,1 Low
5a7ad4af51dfba0013379717,Aimtech glock base,Attachments,1 Low
5a7ad55551dfba0015068f42,Aimtech Tiger Shark,Attachments,1 Low
590c595c86f7747884343ad7,Air filter for gas mask,Barter Items,1 Low
5ac66cb05acfc40198510a10,AK-101,Weapons AR,2 Medium
5ac66d015acfc400180ae6e4,AK-102,Weapons AR,3 High
5ac66d2e5acfc43b321d4b53,AK-103,Weapons AR,2 Medium
5ac66d725acfc43b321d4b60,AK-104,Weapons AR,2 Medium
5ac66d9b5acfc4001633997a,AK-105,Weapons AR,2 Medium
5ac733a45acfc400192630e2,AK-105 Standard Rearsight (6P44 Sb.1-30),Attachments,2 Medium
5bf3e03b0db834001d2c4a9c,AK-74,Weapons AR,1 Low
59c6633186f7740cf0493bb9,AK-74 Gas tube,Attachments,1 Low
5649b0544bdc2d1b2b8b458a,AK-74 Standard Rearsight (6P1 Sb.2),Attachments,1 Low
5ac78eaf5acfc4001926317a,AK74/AK100 PT Lock,Attachments,1 Low
5ac4cd105acfc40016339859,AK-74M,Weapons AR,1 Low
5ac72e475acfc400180ae6fe,AK-74M Standard Rearsight (6P20 Sb.2),Attachments,1 Low
5644bd2b4bdc2d3b4c8b4572,AK-74N,Weapons AR,2 Medium
5d2c76ed48f03532f2136169,AKademia Bastion dust cover for AK,Attachments,1 Low
59d64ec286f774171d1e0a42,AKM (6P1 Sb.1-2) gas tube,Attachments,1 Low
59e8977386f77415a553c453,AKM / VPO-209 Standard Rearsight,Attachments,1 Low
59d6088586f774275f37482f,AKM,Weapons AR,2 Medium
59d650cf86f7741b846413a4,AKM Standard Rearsight (6P1 Sb.2-1),Attachments,1 Low
5b222d335acfc4771e1be099,AKM/AK-74 PT Lock,Attachments,1 Low
5a0eb980fcdbcb001a3b00a6,AKMB system rear sight,Attachments,1 Low
5a0ec13bfcdbcb00165aa685,AKMN,Weapons AR,2 Medium
5a0f096dfcdbcb0176308b15,AKMP system front sight device,Attachments,1 Low
5a0ed824fcdbcb0176308b0d,AKMP system rear sight device,Attachments,1 Low
59ff346386f77477562ff5e2,AKMS,Weapons AR,1 Low
5abcbc27d8ce8700182eceeb,AKMSN,Weapons AR,1 Low
5bf3e0490db83400196199af,AKS-74,Weapons AR,1 Low
59ecc28286f7746d7a68aa8c,AKS-74/AKS-74U PT Lock,Attachments,1 Low
5ab8e9fcd8ce870019439434,AKS-74N,Weapons AR,2 Medium
57dc334d245977597164366f,AKS-74U Dust cover (6P26 Sb.7),Attachments,1 Low
59d36a0086f7747e673f3946,AKS-74U Gas tube,Attachments,1 Low
5b30bc285acfc47a8608615d,Alexander Arms 10 inch guide,Attachments,1 Low
5b30bc165acfc40016387293,Alexander Arms 3 inch guide,Attachments,1 Low
5d15ce51d7ad1a1eff619092,Alfa Arms Goliaf AKS-74U Handguard,Attachments,1 Low
5a33a8ebc4a282000c5a950d,Alpha Dog Alpha 9 9x19 sound suppressor,Attachments,2 Medium
5a705e128dc32e000d46d258,Alpha Wolf Bullnose 9x19 Compensator,Attachments,1 Low
5aa7e373e5b5b000137b76f0,Altyn face shield,Attachments,3 High
5aa7e276e5b5b000171d0647,Altyn Helm,Helmet,3 High
57505f6224597709a92585a9,Alyonka,Food,3 High
5485a8684bdc2da71d8b4567,Ammo,Parent Element,-1 Blacklist
5aafbde786f774389d0cbc0f,Ammo case,Container,3 High
543be5cb4bdc2deb348b4568,Ammo container,Parent Element,-1 Blacklist
544909bb4bdc2d6f028b4577,AN/PEQ-15 tactical device,Attachments,2 Medium
5d10b49bd7ad1a1a560708b0,AN/PEQ-2 tactical device,Attachments,1 Low
57235b6f24597759bf5a30f1,PVS N.Vis.,Attachments,3 High
592c2d1a86f7746dbe2af32a,ANA Rig,Chest Rig,2 Medium
5b44c6ae86f7742d1627baea,Beta 2 BP,Backpack,3 High
5c0e722886f7740458316a57,ANA Tactical M1 armored rig,Armored Rig,2 Medium
5ab8dced86f774646209ec87,ANA Tactical M2 armored rig,Armored Rig,2 Medium
544fb37f4bdc2dee738b4567,Painkillers,Meds,1 Low
5d1b32c186f774252167a530,Thermometer,Barter Items,3 High
5b3a16655acfc40016387a2a,"Annihilator 7.62x39, 5.56x45 and 9mm flash hider for AR-15",Attachments,1 Low
59e770b986f7742cbd762754,Anti-fragmentation glasses,Attachments,1 Low
5bc9c1e2d4351e00367fbcf0,Antique axe,Weapons M,3 High
590de71386f774347051a052,Antique teapot,Barter Items,2 Medium
590de7e986f7741b096e5f32,Antique vase,Barter Items,2 Medium
5a17fb9dfcdbcbcae6687291,APB detachable wire stock,Attachments,1 Low
5aba639ed8ce8700182ece67,APB Rearsight,Attachments,2 Medium
573475fb24597737fb1379e1,Apollon Soyuz cigarettes,Barter Items,1 Low
57513f07245977207e26a311,Apple juice,Food,1 Low
5a17fc70fcdbcb0176308b3d,APS bakelite side-pieces,Attachments,3 High
5aba62f8d8ce87001943946b,APS Frontsight,Attachments,1 Low
5aba637ad8ce87001773e17f,APS Rearsight,Attachments,1 Low
5e2af4d286f7746d4159f07a,Aramid,Barter Items,1 Low
5d024f5cd7ad1a04a067e91a,Arbalet Patriot K+W mount,Attachments,1 Low
57ade1442459771557167e15,Armacon Baskak stock,Attachments,1 Low
5c066e3a0db834001b7353f0,N-15 N.Vis.,Attachments,3 High
5c066ef40db834001966a595,NVG mask,Helmet,1 Low
5b3b6dc75acfc47a8773fb1e,Armasight universal base,Attachments,1 Low
5b3f15d486f77432d0509248,ArmBand,Parent Element,-1 Blacklist
5b3f3af486f774679e752c1f,Armband (blue),Vanity,1 Low
5b3f3b0186f774021a2afef7,Armband (green),Vanity,1 Low
5b3f3ade86f7746b6b790d8e,Armband (red),Vanity,1 Low
5b3f16c486f7747c327f55f7,Armband (white),Vanity,1 Low
5b3f3b0e86f7746752107cda,Armband (yellow),Vanity,1 Low
5448e54d4bdc2dcc718b4568,Armor,Parent Element,-1 Blacklist
57bef4c42459772e8d35a53b,ArmoredEquipment,Parent Element,-1 Blacklist
5addbfe15acfc4001a5fc58b,Arms #18 mount for M14,Attachments,1 Low
5751a25924597722c463c472,Army bandage,Meds,1 Low
59e770f986f7742cbe3164ef,Army cap,Vanity,1 Low
5448ff904bdc2d6f028b456e,Crackers,Food,1 Low
59d790f486f77403cb06aec6,Armytek Predator Pro v3 XHP35 HI Flashlight,Attachments,1 Low
5d5d87f786f77427997cfaef,A18 ArmRig,Armored Rig,3 High
5e4ac41886f77406a511c9a8,AACPC,Armored Rig,4 Ultra
5c0548ae0db834001966a3c2,Arsenal CWP 30-round 5.56x45 magazine for SLR-106 and compatible weapons,Attachments,1 Low
57c44b372459772d2b39b8ce,AS VAL,Weapons AC,3 High
57c44dd02459772d2e0ae249,AS VAL 9x39 integral barrel-suppressor,Attachments,2 Medium
57c44f4f2459772d2c627113,AS VAL Dust cover,Attachments,1 Low
57c44fa82459772d2d75e415,AS VAL Pistol grip,Attachments,1 Low
5a69a2ed8dc32e000d46d1f1,AS VAL Pistol grip-buffer tube,Attachments,1 Low
57c44e7b2459772d28133248,AS VAL Standard rear sight,Attachments,1 Low
544fb25a4bdc2dfb738b4567,Aseptic bandage,Meds,1 Low
5cadfbf7ae92152ac412eeef,ASh-12,Weapons AR,4 Ultra
5caf187cae92157c28402e43,ASh-12 12.7x55 tactical suppressor,Attachments,2 Medium
5caf16a2ae92152ac412efbc,ASh-12 Folding sight Frontsight,Attachments,1 Low
5caf17c9ae92150b30006be1,ASh-12 regular muzzlebrake 12.7x55,Attachments,1 Low
5cda9bcfd7f00c0c0b53e900,ASh-12 Vertical pistol grip,Attachments,1 Low
5447b5fc4bdc2d87278b4567,Assault carbine,Parent Element,-1 Blacklist
5447b5f14bdc2d61278b4567,Assault rifle,Parent Element,-1 Blacklist
55818add4bdc2d5b648b456f,AssaultScope,Parent Element,-1 Blacklist
5d25d0ac8abbc3054f3e61f7,AT AICS polymer stock for M700,Attachments,1 Low
5bbdb870d4351e00367fb67d,ATI Monte Carlo Mosin rifle stock,Attachments,1 Low
590c695186f7741e566b64a2,Augmentin,Keys,2 Medium
5a74651486f7744e73386dd1,AuxiliaryMod,Parent Element,-1 Blacklist
5bffec120db834001c38f5fa,Axelson Tacical MK.25 pistol grip for P226,Attachments,1 Low
591ee00d86f774592f7b841e,Axion Cobra mount,Attachments,1 Low
5a966ec8a2750c00171b3f36,B&T 3x rail mount for MP5,Attachments,1 Low
5de8f237bbaf010b10528a70,B&T adapter for MP9 regular supressor,Attachments,1 Low
5de922d4b11454561e39239f,B&T charging handle for MP9,Attachments,2 Medium
59c63b4486f7747afb151c1c,B&T MP5 SD Tri Rail Ring Mount,Attachments,2 Medium
5e00903ae9dc277128008b87,MP9,Weapons SMG,2 Medium
5de8f2d5b74cd90030650c72,B&T MP9 9x19mm sound suppressor,Attachments,2 Medium
5de8fbf2b74cd90030650c79,B&T MP9 bottom rail,Attachments,1 Low
5de8fc0b205ddc616a6bc51b,B&T MP9 side rail,Attachments,1 Low
5de8fb539f98ac2bc659513a,B&T MP9 Standard Rear-sight,Attachments,2 Medium
5de7bd7bfd6b4e6e2276dc25,MP9-N,Weapons SMG,2 Medium
5de8fbad2fbe23140d3ee9c4,B&T MP9-N Vertical grip,Attachments,2 Medium
5ba26ae8d4351e00367f9bdb,B&T Rotex Sup.,Attachments,3 High
5648b4534bdc2d3d1c8b4580,B-10M foregrip and rail mount B-19,Attachments,2 Medium
57ffa9f4245977728561e844,B-11 AKS-74U Handguard,Attachments,1 Low
57ffaea724597779f52b3a4d,B-12 Mount,Attachments,1 Low
5c61a40d2e2216001403158d,B-13 rail platform,Attachments,1 Low
5c90c3622e221601da359851,"B-13V rail platform above reciever ""Classic""",Attachments,1 Low
57ffb0062459777a045af529,B-18 Mount,Attachments,1 Low
57a3459f245977764a01f703,B-3 mount,Attachments,1 Low
5a9fc7e6a2750c0032157184,B-3 mount combo,Attachments,1 Low
576a7c512459771e796e0e17,B-8 mount,Attachments,1 Low
5448e53e4bdc2d60728b4567,Backpack,Parent Element,-1 Blacklist
56ea7165d2720b6e518b4583,Badger Ordnance Tactical Charging Handle Latch,Attachments,1 Low
5b1fb3e15acfc4001637f068,"Bakelite 7.62x39 magazine for AK and compatibles, 40-round capacity",Attachments,1 Low
572b7f1624597762ae139822,Balaclava,Vanity,1 Low
58ac60eb86f77401897560ff,Balaclava_dev,Vanity,1 Low
59e8936686f77467ce798647,Balaclava_test,Vanity,1 Low
5b43271c5acfc432ff4dce65,Bandana,Vanity,1 Low
590dde5786f77405e71908b2,Bank case,Quest,1 Low
555ef6e44bdc2de9068b457e,Barrel,Parent Element,-1 Blacklist
5d3eb5b6a4b9361eab311902,Barrel for Five-seveN 5.7x28,Attachments,1 Low
5a6b60158dc32e000a31138b,Barrel with compensator for Glock 17 9x19,Attachments,1 Low
5b1fa9ea5acfc40018633c0a,Barrel with compensator for Glock 18C 9x19,Attachments,3 High
57e26fc7245977162a14b800,A-2607,Weapons M,1 Low
57e26ea924597715ca604a09,A-2607 Damascus,Weapons M,1 Low
5448eb774bdc2d0a728b4567,Barter item,Parent Element,-1 Blacklist
572b7d8524597762b472f9d1,Baseball cap,Vanity,1 Low
5a6b5f868dc32e000a311389,Basic barrel for Glock 17 9x19,Attachments,1 Low
5bc9c049d4351e44f824d360,Book,Barter Items,3 High
57864ee62459775490116fc1,Battery,Parent Element,-1 Blacklist
5c7fc87d2e221644f31c0298,BCM MOD.3 Tactical grip,Attachments,1 Low
572b7fa124597762b472f9d2,Beanie,Vanity,1 Low
5aa2b87de5b5b00016327c25,BEAR baseball cap,Vanity,1 Low
5b40e5e25acfc4001a599bea,BEAR baseball cap black,Vanity,1 Low
57ae0171245977343c27bfcf,Belomo PK-06 reflex sight,Attachments,2 Medium
5c0e6a1586f77404597b4965,Belt Rig,Chest Rig,3 High
5cadc190ae921500103bb3b6,M9A3,Weapons P,1 Low
5cadd940ae9215051e1c2316,Beretta M9A3 Standard Rearsight,Attachments,1 Low
55818afb4bdc2dde698b456d,Bipod,Parent Element,-1 Blacklist
56d5a2bbd2720bb8418b456a,Black polymer Sig Sauer pistol grip for P226,Attachments,2 Medium
5b44c8ea86f7742d1627baf1,Commando Rig,Chest Rig,2 Medium
5c0e9f2c86f77432297fe0a3,Commando Rig blk.,Chest Rig,2 Medium
5648a69d4bdc2ded0b8b457b,Blackrock Rig,Chest Rig,3 High
5a687e7886f7740c4a5133fb,Blood sample,Quest,1 Low
5ab8e79e86f7742d8b372e78,Gzhel Armor,Armor Vest,2 Medium
5b44d22286f774172b0c9de8,BNTI Kirasa-N armor,Armor Vest,1 Low
5d6d3716a4b9361bc8618872,LSHZ-2DTM Helm,Helmet,2 Medium
591094e086f7747caa7bb2ef,Body armor repair kit,Unknown,1 Low
57347c5b245977448d35f6e1,Bolts,Barter Items,2 Medium
5d403f9186f7743cac3f229b,Whiskey,Food,3 High
5d40407c86f774318526545a,Bottle of vodka Tarkovskaya,Barter Items,2 Medium
5b86a0e586f7745b600ccb23,Bramit silencer for a Mosin rifle,Attachments,2 Medium
5b3a08b25acfc4001754880c,Bridge Sight Mount for P226,Attachments,1 Low
5b7d37845acfc400170e2f87,British FAL/L1A1 7.62x51 30 rnd magazine,Attachments,1 Low
56742c324bdc2d150f8b456d,Broken Gphone,Barter Items,2 Medium
5c1265fc86f7743f896a21c2,GPX,Barter Items,3 High
5d1b309586f77425227d1676,Broken LCD,Barter Items,1 Low
59e3639286f7741777737013,Lion,Barter Items,3 High
5937fd0086f7742bf33fc198,Bronze pocket watch on a chain,Quest,1 Low
5b099bf25acfc4001637e683,Buffer Tube adapter for SA-58,Attachments,1 Low
5cde77a9d7f00c000f261009,Buffer tube side folder adapter for M700,Attachments,1 Low
57864ada245977548638de91,Building material,Parent Element,-1 Blacklist
5cf6937cd7f00c056c53fb39,ST-6012 F.Hider,Attachments,3 High
5d6d2bb386f774785b07a77a,Buried barrel cache,Lootable,3 High
577d141e24597739c5255e01,Burris FastFire 3 Reflex Sight,Attachments,2 Medium
577d128124597739d65d0e56,Burris FastFire Weaver Base,Attachments,1 Low
5b2388675acfc4771e1be0be,Burris FullField TAC 30 1-4x24 riflescope,Attachments,2 Medium
5cf50fc5d7f00c056c53f83c,CAA AKTS AK-74 Buffer Tube for AK and compatable,Attachments,1 Low
5cf518cfd7f00c065b422214,CAA AKTS AK-74 Buffer Tube for AK and compatible,Attachments,1 Low
5e569a132642e66b0b68015c,DRG L-1,Attachments,1 Low
5d010d1cd7ad1a59283b1ce7,CAA HX-5 MP5 handguard,Attachments,1 Low
5648ae314bdc2d3d1c8b457f,CAA RS47 foregrip for AK-compatible systems,Attachments,2 Medium
5e569a2e56edd02abe09f280,XD RGL,Attachments,1 Low
5e5699df2161e06ac158df6f,XRS DRG,Attachments,1 Low
5780d0652459777df90dcb74,Cabinet key,Keys,1 Low
545cdae64bdc2d39198b4568,TriZip BP,Backpack,3 High
5c012ffc0db834001d23f03f,Camper axe,Weapons M,1 Low
57347d7224597744596b4e72,Tushonka,Food,1 Low
57347da92459774491567cf5,Tushonka Lrg,Food,2 Medium
5e54f6af86f7742199090bf3,Lupo's,Barter Items,3 High
57347d692459774491567cf1,Peas,Food,1 Low
57347d9c245977448b40fa85,Herring,Food,2 Medium
5673de654bdc2d180f8b456d,Saury,Food,1 Low
5bc9c29cd4351e003562b8a3,Sprats,Food,1 Low
5c06782b86f77426df5407d2,Capacitors,Barter Items,1 Low
5733279d245977289b77ec24,Car battery,Barter Items,1 Low
590c661e86f7741e566b646a,Car first aid kit,Meds,1 Low
59136f6f86f774447a1ed173,Car key,Keys,1 Low
5cf6935bd7f00c06585fb791,Carbine brake for SIG MPX by TACCOM,Attachments,1 Low
5910922b86f7747d96753483,Carbon case,Quest,1 Low
5a7ad0c451dfba0013379712,Carver Custom 4 Port 9x19 muzzle brake,Attachments,1 Low
578f879c24597735401e6bc6,Cash register,Lootable,2 Medium
5ad74cf586f774391278f6f0,Cash register (TAR2-2),Lootable,2 Medium
5addc00b5acfc4001669f144,CASV 14 mount for M14,Attachments,1 Low
59e3658a86f7741776641ac4,Cat figurine,Barter Items,2 Medium
5c1267ee86f77416ec610f72,Prokill,Barter Items,4 Ultra
573474f924597738002c6174,Chainlet,Barter Items,1 Low
55818a6f4bdc2db9688b456b,Charging handle,Parent Element,-1 Blacklist
5b43237186f7742f3a4ab252,Chemical container 1,Quest,1 Low
5b4c81a086f77417d26be63f,Chemical container 2,Quest,1 Low
5b4c81bd86f77418a75ae159,Chemical container 3,Quest,1 Low
5448e5284bdc2dcb718b4567,Chest rig,Parent Element,-1 Blacklist
5df8a6a186f77412640e2e80,Christmas tree decoration ball (red),Barter Items,1 Low
5df8a72c86f77412640e2e83,Christmas tree decoration ball (silver),Barter Items,1 Low
5df8a77486f77412672a1e3f,Christmas tree decoration ball (violet),Barter Items,1 Low
57347b8b24597737dd42e192,Classic Matches,Barter Items,1 Low
59e358a886f7741776641ac3,Clin wiper,Barter Items,1 Low
5ae9a3f586f7740aab00e4e6,Clothes design handbook Part 1,Quest,1 Low
5ae9a4fc86f7746e381e1753,Clothes design handbook Part 2,Quest,1 Low
5d02778e86f774203e7dedbe,CMS kit,Meds,2 Medium
5e21ca18e4d47f0da15e77dd,CNC War.,Attachments,1 Low
5947db3f86f77447880cf76f,Cobra EKP-8-02 reflex sight,Attachments,1 Low
591c4efa86f7741030027726,Cobra EKP-8-18 reflex sight,Attachments,1 Low
591c4e1186f77410354b316e,Cobra family sights shade,Attachments,1 Low
5af0484c86f7740f02001f7f,Coffee Majaica,Barter Items,2 Medium
5ab8f39486f7745cd93a1cca,Cold Fear Infrared balaclava,Vanity,1 Low
55818ad54bdc2ddc698b4569,Collimator,Parent Element,-1 Blacklist
5a33ca0fc4a282000d72292f,"COLT ""A2"" buffer tube",Attachments,1 Low
55d4b9964bdc2d1d4e8b456e,Colt A2 AR-15 pistol grip,Attachments,1 Low
55d5f46a4bdc2d1b198b4567,Colt A2 Rearsight AR-15,Attachments,1 Low
55d4887d4bdc2d962f8b4570,Colt AR-15 5.56x45 STANAG 30-round magazine,Attachments,1 Low
55d44fd14bdc2d962f8b456e,Colt AR-15 charging handle for AR-15,Attachments,1 Low
5649be884bdc2d79388b4577,Colt buffer tube,Attachments,1 Low
5ae30e795acfc408fb139a0b,Colt M4 Front sight,Attachments,1 Low
5ae30db85acfc408fb139a05,Colt M4 Length handguard for AR-15 and compatibles,Attachments,1 Low
5447a9cd4bdc2dbd208b4567,M4A1,Weapons AR,3 High
544a38634bdc2d58388b4568,Colt USGI A2 5.56x45 Flashhider for AR-15,Attachments,1 Low
550aa4dd4bdc2dc9348b4569,Comb. muzzle device,Parent Element,-1 Blacklist
55818b164bdc2ddc698b456c,Comb. tact. Device,Parent Element,-1 Blacklist
5c0e531286f7747fa54205c2,SJ1,Meds,3 High
5c0e531d86f7747fa23f4d42,Combat stimulant injector SJ6 TGLabs,Meds,3 High
5795f317245977243854e041,Common container,Parent Element,-1 Blacklist
5d07b91b86f7745a077a9432,Shturman Stash,Lootable,4 Ultra
5c1cdd302e221602b3137250,Compact mount for sights,Attachments,1 Low
55818acf4bdc2dde698b456b,CompactCollimator,Parent Element,-1 Blacklist
550aa4af4bdc2dd4348b456e,Compensator,Parent Element,-1 Blacklist
5b7d693d5acfc43bca706a3d,"Compensator 2A ""X3"" 7.62x51 for AR-10",Attachments,1 Low
566162e44bdc2d3f298b4573,Compound item,Parent Element,-1 Blacklist
5734773724597737fd047c14,Cond. Milk,Food,2 Medium
590c2c9c86f774245b1f03f2,Construction measuring tape,Barter Items,1 Low
59e35cbb86f7741778269d83,Corrugated hose,Barter Items,1 Low
5a0eb6ac86f7743124037a28,Cottage back entrance key,Keys,3 High
5a0f068686f7745b0d4ea242,Cottage safe key,Keys,3 High
5734779624597737e04bf329,CPU Fan,Barter Items,1 Low
5bffe7930db834001b734a39,Crash Axe,Weapons M,5 Super
56742c284bdc2d98058b456d,Crickent lighter,Barter Items,1 Low
58d2664f86f7747fec5834f6,Cross Slot Mount base for Deltapoint scopes,Attachments,1 Low
5d5fca1ea4b93635fd598c07,Crossbow tactical glasses,Vanity,1 Low
5c178a942e22164bef5ceca3,Crye Airframe Chops,Attachments,1 Low
5c1793902e221602b21d3de2,Crye Airframe Ears,Attachments,1 Low
5c17a7ed2e2216152142459c,Airframe,Attachments,3 High
544a5caa4bdc2d1a388b4568,AVS ArmRig,Armored Rig,3 High
5c99f3592e221644fc633070,Custom cut mosin stock for TOZ-106,Attachments,1 Low
5cf79389d7f00c10941a0c4d,Custom Mosin rifle thread adapter,Attachments,1 Low
55d45f484bdc2d972f8b456d,Custom plastic MP-133 forestock with mounts,Attachments,1 Low
5dfce88fe9dc277128008b2e,Custom SVDS dust cover,Attachments,1 Low
5780d0532459777a5108b9a2,Customs office key,Keys,1 Low
5798a2832459774b53341029,Customs plan,Tools,1 Low
5a787fdfc5856700142fdd9a,Cut off 325mm barrel for M870 12ga,Attachments,1 Low
5e2aee0a86f774755a234b62,Cyclon,Barter Items,3 High
5672cb304bdc2dc2088b456a,D Size Battery,Barter Items,1 Low
5cc700d4e4a949000f0f0f28,Damage Industries Butt-pad for P90,Attachments,1 Low
590a386e86f77429692b27ab,Damaged hard drive,Barter Items,1 Low
5c9a26332e2216001219ea70,Daniel Defence FDE RIS II FSP 9.5 foregrip for AR-15-compatible systems,Attachments,1 Low
5c9a25172e2216000f20314e,Daniel Defence RIS II 12.25 foregrip for AR-15-compatible systems,Attachments,1 Low
588b56d02459771481110ae2,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems (Black),Attachments,1 Low
55f84c3c4bdc2d5f408b4576,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems,Attachments,1 Low
5d1f819086f7744b355c219b,Daniel Defence Wave Muzzle Brake 7.62x51,Attachments,2 Medium
5cff9e84d7ad1a049e54ed55,Wave QD Sup.,Attachments,3 High
5cff9e5ed7ad1a09407397d4,Daniel Defense Wave Muzzle Brake 5.56x45,Attachments,2 Medium
5a7d90eb159bd400165484f1,Dead Ringer Snake Eye Glock front sight,Attachments,1 Low
5a7d9122159bd4001438dbf4,Dead Ringer Snake Eye Glock rear sight,Attachments,1 Low
5909e4b686f7747f5b744fa4,Dead Scav ,Lootable,2 Medium
5b432b6c5acfc4001a599bf0,Deadly skull mask,Vanity,1 Low
5bc9b9ecd4351e3bac122519,Beard Oil,Barter Items,3 High
5a7037338dc32e000d46d257,Decelerator 3 Port 9x19 Compensator,Attachments,1 Low
5a43943586f77416ad2f06e2,Ded Moroz hat,Barter Items,2 Medium
55d7217a4bdc2d86028b456d,Default Inventory,Unknown,1 Low
55d48ebc4bdc2d8c2f8b456c,Delta-tek Sprut mount for pump-action shotguns,Attachments,1 Low
5dcbe965e4ed22586443a79d,Desert Tech .308 FlashHider,Attachments,2 Medium
5c48a2a42e221602b66d1e07,Desert Tech 5.56x45 FlashHider,Attachments,1 Low
5c48a14f2e2216152006edd7,Desert Tech foregrip for MDR,Attachments,1 Low
5dcbd6b46ec07c0c4347a564,Desert Tech foregrip for MDR blk,Attachments,1 Low
5c48a2c22e221602b313fb6c,Desert Tech pistol grip for MDR,Attachments,1 Low
5dcbd6dddbd3d91b3e5468de,Desert Tech pistol grip for MDR Black,Attachments,1 Low
5b4329f05acfc47a86086aa1,Ronin Helm,Helmet,3 High
571659bb2459771fb2755a12,DI ECS FDE pistol grip for AR-15 based systems,Attachments,1 Low
590c645c86f77412b01304d9,Diary,Barter Items,2 Medium
5cf78496d7f00c065703d6ca,Direct Thread adapter for the Lantac Blast mitigation device,Attachments,1 Low
5c7954d52e221600106f4cc7,Direct Thread Mount adapter for Gemtech ONE,Attachments,1 Low
59bffc1f86f77435b128b872,DT Mount,Attachments,1 Low
5d1b3f2d86f774253763b735,Syringe,Barter Items,3 High
5c079ed60db834001a66b372,"DLP ""Tactical Precision"" LAM Module for TT Pistol",Attachments,1 Low
590c60fc86f77412b13fddcf,Doc Case,Container,3 High
59f32bb586f774757e1e8442,Dogtag BEAR,Barter Items,3 High
5c093e3486f77430cb02e593,Dogtag case,Container,4 Ultra
59f32c3b86f77472a31742f0,Dogtag USEC,Barter Items,3 High
5696686a4bdc2da3298b456a,Dollars,Money,3 High
57a349b2245977762b199ec7,Door key,Tools,1 Low
593858c486f774253a24cb52,Door key,Keys,1 Low
59136a4486f774447a1ed172,Dorm guard desk key,Keys,1 Low
5938994586f774523a425196,Dorm 103 key,Keys,1 Low
591383f186f7744a4c5edcf3,Dorm 104 key,Keys,2 Medium
591382d986f774465a6413a7,Dorm 105 key,Keys,1 Low
5914578086f774123569ffa4,Dorm 108 key,Keys,1 Low
